V1,V2,V3,V4
84.749,-1.4165,14.71,-2.4925
111.57,-0.19068,5.8567,7.3141
102.19,-7.6274,4.7944,-1.0351
80.4,-0.081722,11.959,1.1169
33.37,-0.53119,9.112,0.27241
180.01,-7.4367,8.8532,-0.19068
45.41,-2.6832,7.8862,-1.4574
466.88,0.23155,6.7012,-0.040861
133.56,0.23155,7.927,-0.23155
5.5993,0.19068,6.4424,1.4165
47.72,0.57205,7.2052,0.34051
172.85,-0.65378,13.103,0.27241
60.76,4.8216,5.3256,0.081722
65.229,0.53119,8.4719,-0.38137
27.55,3.6366,9.7249,-1.3757
84.47,-0.57205,9.5751,-1.3757
53.328,0.31327,7.1643,1.185
79.589,1.6072,8.0769,-0.99429
99.65,3.337,7.2733,-4.9442
12.12,1.6889,9.7658,-2.833
80.57,-5.4345,10.42,0.57205
24.72,-0.040861,7.355,-1.4165
263.59,-1.0351,4.7944,-0.38137
17.66,-2.6015,7.355,1.3757
193.56,-9.2755,12.762,0.14982
265.18,-8.4991,12.599,0.8036
2.8835,-4.8625,6.8919,5.598
93.19,-0.34051,11.918,1.1441
538.39,-0.23155,10.651,-1.1169
315.72,-6.17,11.536,-1.3348
349.16,-5.2847,9.1937,-1.3076
27.77,-0.69464,4.9033,4.9033
108.24,-0.27241,13.988,2.3018
145.86,-0.040861,8.5808,-0.14982
363.86,-0.76274,4.2904,-1.4165
358.96,-1.4574,5.7478,-1.9477
150.94,0.69464,11.346,0.57205
63.17,-2.3699,11.414,1.3757
205.63,-2.261,9.9565,-1.0351
43.63,-3.4868,5.8567,-0.29965
511.54,1.1169,9.8884,-2.0703
135.92,-1.8796,8.7715,3.7592
425.84,-2.0294,6.7829,0.57205
50.98,-5.3256,6.4697,0.31327
15.84,2.3018,7.246,1.1169
44.9,-4.2087,13.375,0.95342
103.09,-0.65378,7.8181,-0.76274
96.64,1.2667,12.149,-1.9477
51.1,-5.0531,11.986,-0.23155
105.88,-0.10896,9.7658,-2.7513
183.4,-0.84446,9.0439,1.6072
157.46,-8.3084,10.229,-3.3642
325.2,-9.2755,12.721,4.9033
96.25,-1.5255,6.279,-1.2667
256.39,2.6015,8.5808,-3.8273
67.372,-2.1112,7.9679,3.7184
504.11,-0.65378,8.7306,-1.6889
138.13,-3.0646,4.985,4.985
502.23,-4.3994,8.54,-0.29965
334.81,-1.8796,9.1529,2.5606
18.61,-1.8387,7.5048,1.3348
113.66,-3.5685,10.038,-2.6832
224.13,-0.76274,7.464,-1.4165
70.369,0.14982,9.8884,-4.018
2.0998,-2.6423,3.6366,9.8066
547.92,-0.8036,7.2733,-0.23155
148.73,-1.1441,10.651,-2.8739
553.44,-0.081722,9.616,-1.0351
20.52,-3.5277,13.402,-2.3699
23.51,1.6481,10.379,-0.69464
360.54,0.38137,8.6625,1.2258
30.67,-4.018,9.003,-4.0997
283.86,-1.4982,6.17,-0.8036
352.97,-0.88532,7.4367,-4.985
177.58,-1.3076,13.375,-1.076
44.029,0.50395,13.334,-0.8036
151.46,-2.261,9.2346,-0.46309
180.62,-1.5255,8.8124,-3.5277
158.37,-9.5751,15.023,15.023
135.65,-4.985,9.0439,-4.1406
21.029,2.5606,6.4424,-0.42223
256.56,-3.2144,9.003,-5.4754
109.14,-8.1177,13.484,-1.6481
122.44,-7.5048,3.909,0.0
116.33,-2.8739,5.5571,-0.081722
125.0,2.4108,9.9565,-3.1735
14.18,0.14982,8.5808,2.6015
464.8,2.4517,7.8181,-4.3994
78.103,-4.7944,9.8884,0.46309
121.41,-8.3493,4.6037,-1.6072
180.14,1.8796,8.7306,0.99429
87.889,0.23155,9.3436,1.4574
192.35,-1.9886,9.1937,3.7865
118.87,-6.3607,10.924,-1.3076
20.05,5.5571,12.953,2.3427
9.5088,-1.3348,9.0848,2.6832
460.39,-2.833,6.3198,-0.76274
177.65,-1.3348,7.2052,6.279
115.22,-5.6252,3.8273,-0.29965
436.95,-1.4982,9.1937,0.50395
617.3,-2.6832,3.0646,-0.10896
289.66,-2.5334,5.7886,3.9499
64.3,2.4925,7.355,1.6889
459.19,-1.3348,10.42,-0.95342
179.8,0.0,5.7886,-0.65378
154.12,-2.6423,8.0088,0.57205
430.64,-1.0351,8.8941,-1.3076
148.14,3.2553,7.927,-3.5958
75.73,-2.3018,6.8238,-1.6481
48.61,-6.9328,12.449,-1.6072
58.23,-0.91256,10.46,-1.0351
89.572,-1.3076,9.112,4.6718
41.15,-1.8796,5.8976,-1.2258
255.22,-0.27241,5.3256,7.8589
56.56,-7.355,12.299,-0.29965
7.98,-5.598,6.851,-2.5606
425.11,-3.1735,8.4991,3.6775
32.78,-2.3018,12.721,-0.53119
26.919,0.0,14.669,2.5606
188.19,-0.61292,6.17,7.5048
213.41,-1.2667,7.6683,-1.0351
354.49,-1.7298,5.5571,0.76274
101.59,-4.9033,7.8862,-2.4108
344.5,1.1441,10.311,0.53119
52.09,-5.9793,12.108,0.42223
355.18,-1.7298,7.8181,-5.1349
605.95,-0.14982,6.3607,6.8919
22.43,-0.61292,12.367,0.081722
209.12,0.92618,9.003,1.8387
250.76,-2.3699,8.6625,2.9148
30.01,-2.1384,8.54,-2.1112
156.53,-3.5958,6.4697,4.7126
54.602,-1.2258,5.7069,1.7979
653.53,-0.61292,5.4754,6.3607
76.87,0.040861,9.6568,2.3427
450.54,0.10896,11.032,-0.29965
130.95,-1.2667,8.8532,3.9908
45.08,-3.2553,6.851,-0.14982
29.27,0.10896,8.3901,-2.1112
615.04,0.65378,11.223,-1.3076
190.94,-1.2258,8.0496,1.2258
43.37,-7.2733,13.293,-0.29965
17.957,1.3348,9.9156,0.61292
260.65,-2.8739,15.241,-1.6889
96.51,-0.50395,7.5048,-0.50395
14.496,-8.6625,-2.1384,-0.65378
44.48,0.23155,8.0496,-0.69464
47.16,-2.3427,6.9328,-0.081722
86.051,2.9556,9.7249,-0.53119
26.44,-0.040861,5.6661,-4.7944
344.38,-2.9148,14.751,-3.4459
48.95,0.10896,9.8066,-1.5255
68.03,1.1169,7.3958,-0.69464
79.59,0.99429,8.6898,-6.279
419.81,-3.1054,8.9622,2.7922
502.26,-4.6718,8.6217,-0.27241
234.01,-1.076,8.4991,4.3994
7.2301,-2.8739,11.564,3.7592
153.02,-0.19068,5.1757,8.3084
277.47,-0.69464,9.4661,1.9205
43.889,1.6889,12.64,-1.2667
50.85,0.61292,8.6625,0.10896
155.48,-4.3721,6.0883,0.42223
492.65,-4.9442,8.7715,-0.61292
112.06,-6.4016,12.149,1.6481
572.54,0.53119,11.414,-1.1169
17.6,-6.0883,6.7829,-1.7979
39.75,0.76274,7.9679,-1.4982
165.05,-3.6775,8.6217,8.6217
187.66,-8.1586,9.5751,-1.9886
330.11,0.57205,7.2733,-1.076
333.21,-7.2052,11.141,0.19068
478.53,-9.7658,14.901,-0.72188
12.22,-2.3699,10.76,4.018
70.94,-0.23155,14.41,1.757
5.5088,2.9829,8.3084,-2.0294
177.4,-1.3348,10.12,1.3348
424.58,-2.3699,8.9622,2.6423
288.38,-1.9477,6.2109,-0.61292
194.85,-0.88532,8.6217,-1.4574
503.26,-0.88532,9.2346,0.0
57.242,-1.5663,10.42,-0.61292
109.98,-1.1169,5.8976,7.8181
620.84,-7.6274,9.3844,-1.4982
46.67,4.985,13.184,-0.040861
196.89,-1.2667,5.5162,-0.84446
1.7499,-0.72188,5.4754,7.9679
84.519,-0.50395,4.985,0.46309
94.501,-4.8216,7.5048,-0.76274
123.55,-0.88532,5.7886,0.14982
36.95,1.185,6.7829,-0.76274
34.19,-0.38137,5.8295,7.8181
214.95,-1.5255,5.4073,-1.4574
19.99,0.23155,9.9565,-0.91256
128.35,-0.10896,8.0769,0.8036
168.14,-2.9556,9.2346,-0.57205
78.51,-0.27241,8.0769,0.040861
477.69,-1.9886,5.2438,0.040861
134.52,-6.279,4.6037,-1.1169
636.11,-6.5105,9.5751,0.65378
103.91,-1.3757,7.0145,10.46
53.74,-1.6072,9.0848,-0.61292
10.529,-2.8739,9.1937,-0.91256
6.2102,-1.9205,5.9793,1.8387
601.74,2.261,2.7241,6.6604
109.24,-2.6423,6.0474,0.23155
107.9,0.0,7.1234,0.99429
3.0502,-3.7184,7.2052,2.5606
79.89,-5.1757,8.2403,0.57205
233.43,0.14982,9.112,0.0
467.96,-11.332,15.282,1.2667
20.66,0.19068,9.5751,-0.91256
205.76,-1.9886,9.1937,3.8273
240.51,-2.6015,9.112,-0.57205
5.8501,-2.3699,10.569,4.9033
550.06,1.8387,6.0202,12.49
85.14,0.040861,7.5048,0.38137
54.767,-2.1793,7.3958,1.3076
83.469,1.185,5.9793,0.8036
430.98,1.9477,7.927,-2.1793
603.96,-0.42223,4.6037,6.5922
148.21,-0.72188,4.6718,8.5808
158.64,-0.76274,9.8066,4.2087
119.72,-1.4165,8.8941,0.27241
14.21,0.23155,8.8124,1.6481
540.59,-2.1384,2.4925,-9.0439
277.36,3.8273,10.338,-4.2495
11.137,3.6775,10.801,-1.9205
125.29,-0.8036,4.9033,-1.4982
86.81,-3.7184,11.141,0.0
129.25,-0.14982,5.3664,8.0496
119.97,-1.1441,9.7658,-1.3757
363.76,-3.337,6.17,-3.7184
213.68,-0.50395,5.3664,5.2438
155.87,0.42223,9.1937,-4.3313
120.33,-0.57205,9.5751,-1.1441
546.44,0.38137,4.5628,8.431
20.22,-3.1054,9.1937,-1.5663
7.2503,1.2667,9.9156,0.53119
84.09,-0.081722,8.9213,0.99429
634.52,-8.6217,12.762,-0.14982
216.5,-0.34051,5.2166,-0.50395
129.88,-1.5663,8.54,4.0589
15.999,0.10896,10.951,1.9205
150.38,0.61292,6.6331,10.079
416.93,-3.337,8.4719,3.7184
122.9,-2.7922,8.9213,0.53119
12.18,-0.19068,8.8532,-0.84446
15.24,-2.6832,13.757,13.757
199.48,-1.4574,13.144,-1.1169
67.88,-4.3994,8.5808,-1.076
282.88,0.65378,7.464,-0.34051
670.87,-0.23155,12.367,0.76274
295.93,-3.7592,8.1177,-0.88532
138.49,-1.2258,10.651,0.34051
583.74,-0.42223,8.8532,-0.99429
58.24,-6.3198,9.616,-4.1406
472.31,-1.1441,9.7249,-0.38137
73.609,0.19068,8.8941,-0.84446
150.76,-0.95342,6.3607,0.95342
89.87,-0.14982,11.918,-2.1384
388.91,-5.0123,13.757,-2.9148
114.01,-4.3313,6.8919,1.185
16.0,-3.6775,10.801,0.19068
65.227,-2.2201,11.986,-0.38137
155.8,-0.65378,12.449,0.10896
322.41,-5.1349,12.64,-1.7979
472.58,0.27241,10.569,-1.9205
141.73,-1.8387,13.212,-0.8036
5.8104,0.99429,11.182,-0.50395
91.57,-1.076,9.507,0.10896
2.5603,0.99429,6.0883,7.7364
23.937,-0.88532,5.9385,-0.27241
67.71,-3.1054,9.003,-3.4459
208.97,-7.5865,8.1177,-5.7478
45.0,-3.8273,9.0848,-2.6423
136.63,-6.0202,10.842,10.842
14.78,0.92618,10.924,-0.46309
28.16,-3.2961,11.346,4.7944
480.24,-0.040861,9.2346,-0.65378
53.46,-5.2847,14.519,-0.34051
207.91,1.9477,9.0439,6.0202
144.65,-6.3607,4.1814,-2.3427
31.037,-2.1384,10.951,-1.3348
93.09,-1.3348,13.144,3.4051
50.771,-3.2144,6.3198,-3.5277
63.01,-4.5628,6.4016,-0.46309
92.459,0.10896,8.2403,-0.42223
10.82,4.2495,9.003,0.19068
99.219,-0.42223,6.5105,-1.2258
31.77,-0.53119,6.7012,-1.9477
129.93,-0.69464,5.5571,8.0769
153.12,-0.53119,8.9622,2.8739
277.62,0.31327,10.229,-1.2258
43.1,0.14982,7.9679,0.8036
271.51,-0.69464,12.027,-2.9556
115.14,2.4925,11.496,-2.3018
140.15,-5.4345,4.3313,-0.88532
235.27,-3.9499,7.927,0.10896
75.9,-0.040861,7.9679,-1.7298
220.78,-1.9886,8.4991,-0.99429
41.09,-0.99429,10.569,1.5663
54.662,-1.4165,6.0883,0.99429
19.28,-1.7298,10.733,-2.1384
626.01,0.69464,5.7478,7.6274
102.71,-0.23155,7.8589,0.081722
642.79,-3.5958,4.522,-2.0294
62.17,-3.5685,9.8066,-1.9477
54.31,-0.69464,5.0531,8.1586
617.41,1.4165,6.8238,-3.8682
96.49,-0.42223,12.953,-0.72188
140.8,-1.5255,7.1643,0.040861
341.75,-1.6072,8.1177,-6.4016
637.19,-8.0496,15.323,-0.23155
68.2,5.094,9.507,-1.1441
176.92,-0.27241,6.0883,3.2144
182.41,-0.91256,4.018,0.31327
9.1398,-2.6015,9.507,-0.8036
89.74,-5.2438,7.6683,-1.3757
92.36,-2.0294,7.1234,-1.6481
143.36,-0.8036,8.5808,3.909
230.63,-4.6718,8.7306,0.72188
7.7991,0.42223,9.3436,-1.1441
583.29,-0.72188,12.49,-0.14982
212.16,-0.46309,5.2438,6.5514
64.61,-3.1463,6.279,0.0
323.28,-2.1793,6.2109,4.985
520.16,-5.8976,14.901,1.4165
465.35,-0.69464,8.2403,-3.0646
613.53,-0.081722,10.27,-0.50395
175.99,-1.076,7.3141,6.5105
78.619,0.65378,15.173,-2.6015
96.2,2.2201,8.6898,-1.0351
82.83,-3.2961,9.0439,0.53119
511.29,-0.23155,8.3084,-5.9385
111.9,-0.8036,10.147,-0.38137
619.73,-10.42,12.64,-1.4982
87.741,-0.99429,6.9736,-0.99429
3.4687,0.57205,5.3664,6.851
9.6903,0.84446,10.188,0.8036
102.16,-9.5751,15.786,-2.3427
84.473,-2.0294,11.455,-2.3018
388.33,-3.5685,5.6252,2.4108
136.61,-1.6072,6.5105,1.7979
92.547,-2.4925,11.877,-0.34051
109.33,-4.5628,11.986,0.0
69.92,-1.4165,8.0496,-0.14982
483.2,-1.185,8.3084,-1.5663
117.83,1.3348,10.692,0.38137
217.55,-1.2258,6.17,7.6955
349.23,-2.8739,9.8066,0.46309
98.17,-4.985,8.2812,-3.8273
62.119,-0.10896,6.4016,-0.76274
90.39,0.27241,10.529,0.61292
246.66,1.6481,9.1937,-5.0531
148.91,2.6423,8.2812,9.0848
48.161,-0.27241,6.851,0.69464
280.21,-0.72188,8.2812,3.337
234.17,-0.88532,14.329,-0.69464
167.98,2.5606,7.5865,-4.0589
417.32,0.84446,9.3844,-1.076
10.46,2.1112,9.8066,-1.9205
40.56,-4.4811,9.1529,0.72188
623.3,-0.84446,5.1349,8.1995
81.68,-2.4108,9.112,-0.27241
674.2,-0.65378,6.0474,7.246
349.52,-5.7478,7.9679,0.34051
158.3,0.081722,8.8532,-1.185
18.768,-0.84446,10.42,-0.65378
206.46,-0.99429,9.616,0.92618
493.57,2.1793,8.1586,-2.4108
238.35,-2.7513,9.112,-0.29965
276.27,-5.2438,11.496,2.4108
49.619,1.2258,7.0826,0.57205
266.29,-0.57205,3.909,-1.1441
77.0,-7.5457,12.572,0.19068
316.02,-2.1112,4.4402,-0.23155
670.24,-0.91256,9.9973,0.88532
283.34,-1.185,5.7886,-1.4574
248.01,-8.6217,17.121,-2.833
194.62,-4.522,8.0496,1.5663
204.15,-1.9886,7.6955,-3.1735
201.19,-1.185,9.112,2.6423
82.883,-6.8919,12.98,3.7865
30.66,-2.9829,8.6625,-0.040861
151.82,0.0,4.8216,8.3493
316.9,-7.0826,6.5105,1.3348
95.69,-0.29965,6.3607,0.92618
34.021,-4.2495,7.1234,0.10896
96.34,-0.19068,8.431,-0.61292
30.04,1.7298,8.2812,-2.0294
156.8,-2.6832,4.5628,-0.040861
28.764,0.10896,7.4367,6.0474
69.73,0.57205,10.147,0.65378
158.82,-2.4108,4.4811,0.92618
193.22,-1.7979,8.8124,3.5958
204.52,-5.6252,10.338,-0.91256
60.33,0.50395,9.3436,1.3076
7.4797,-0.081722,9.1937,0.61292
147.1,-0.99429,8.54,2.5606
452.3,-3.2144,8.9622,-0.38137
9.9906,1.6072,6.5514,0.76274
32.187,-1.757,8.3901,1.076
146.1,0.57205,10.27,-4.2904
430.31,-1.6481,6.4424,-0.95342
461.97,0.99429,8.1586,-1.6072
482.93,-7.3958,13.947,-2.4517
201.42,-3.9771,8.0088,-0.88532
21.359,0.14982,9.507,0.10896
59.856,-1.9886,10.42,-2.0703
65.751,-0.38137,8.4719,0.50395
109.44,2.5334,3.2553,8.6625
88.889,2.833,9.7249,-3.1735
98.62,4.3721,11.645,-0.69464
264.44,-0.99429,5.598,1.6889
87.78,-3.9771,9.3844,-2.261
36.21,1.7298,8.3493,-0.19068
247.24,-0.8036,13.716,-0.53119
371.76,0.42223,8.6898,-1.3757
45.69,-3.4459,10.76,0.65378
305.29,-1.6481,10.992,4.9033
182.56,-0.69464,6.4697,7.2052
199.59,-1.185,6.3198,-1.5255
380.04,-1.3076,11.414,-0.88532
603.51,-0.50395,8.7715,-2.0703
62.697,-0.57205,6.2109,0.14982
136.6,-0.61292,11.536,1.8387
10.78,-2.7513,5.5571,2.3018
134.28,-4.1814,8.6898,0.42223
227.21,-4.7535,4.7535,-0.27241
166.4,-1.3348,8.6217,4.018
371.0,-3.0646,8.4991,-0.76274
127.75,-1.4574,8.6217,4.1406
74.39,-7.7772,13.375,0.8036
60.169,3.5958,9.616,-0.99429
43.76,-5.7886,12.49,3.2144
144.22,-6.4288,4.0589,-0.14982
556.71,-0.69464,9.616,-0.76274
11.99,0.38137,7.6955,-1.9477
278.73,-5.0531,9.8066,-0.91256
160.85,-4.1406,9.0848,1.3757
574.31,-0.91256,12.572,-1.8387
26.38,-3.0646,9.1937,-4.2495
531.23,-1.6481,7.4367,-1.757
399.8,-2.7513,4.9442,-0.84446
62.53,0.57205,9.4661,1.076
3.7597,5.7886,4.9442,-2.9148
494.42,-2.4517,13.566,1.2258
5.3501,2.1793,11.918,-1.4982
84.2,-6.17,12.027,0.14982
261.14,-2.4108,7.2733,1.1169
127.86,-4.2904,8.6898,-2.4517
45.1,-1.6481,12.367,-0.53119
19.56,-2.8739,7.3958,-0.081722
145.46,-1.4574,8.3493,8.3493
487.73,-5.598,6.0474,0.14982
89.08,-4.7126,8.5808,2.1112
35.51,-6.6331,11.455,4.2904
171.77,0.92618,10.311,10.311
296.23,-2.4925,9.1529,-0.53119
5.7899,1.7298,7.0826,-1.3348
155.58,-1.076,9.3844,3.1054
53.9,-0.72188,4.9442,8.1586
67.049,-0.14982,10.883,1.4982
200.86,-1.8387,6.1292,1.3348
170.94,-1.185,8.54,3.5958
256.51,-3.1054,7.2733,-0.88532
98.29,0.61292,8.7715,1.3757
415.59,-0.84446,10.147,-1.6072
35.839,1.2258,6.851,1.6072
87.75,-0.29965,7.0553,-1.3757
667.51,-0.88532,12.762,2.261
287.54,-2.0703,9.1937,3.5277
44.59,-5.2438,10.311,0.42223
34.941,-2.6015,7.8862,0.23155
160.62,-4.1814,8.9213,8.9213
130.06,0.76274,7.6683,5.7886
253.04,-0.95342,8.1177,-3.4459
44.329,0.69464,11.645,-0.61292
162.71,-2.5334,8.9213,1.076
5.8188,1.7298,7.0553,-0.53119
148.31,-0.50395,4.7126,8.6625
67.04,-0.84446,8.6625,-0.88532
153.58,-2.3427,2.5334,-0.57205
355.7,-2.1112,6.279,-0.88532
118.38,0.76274,12.367,2.4108
86.279,-0.040861,9.5342,-0.88532
80.62,3.6775,12.531,0.95342
283.58,-0.88532,8.6898,3.4459
299.41,-1.9477,10.992,-0.081722
281.12,-1.2258,5.2847,-2.0703
484.43,1.1441,9.5342,-1.6072
239.97,-2.6015,9.1529,-0.53119
85.86,-0.50395,8.0088,-2.9148
475.57,-2.8739,6.6604,2.1793
545.77,-1.3757,3.8682,6.7421
51.07,-0.46309,9.4253,1.3348
77.06,-3.2553,5.5571,1.6889
31.57,1.1169,9.003,-6.5514
129.82,-1.7298,8.4719,4.0997
18.28,-1.6889,9.9973,9.9973
341.93,-1.757,10.992,-3.3642
90.007,-0.8036,6.5514,0.0
392.06,-3.4459,8.3901,-2.1793
122.33,-0.53119,9.507,-1.076
131.98,-1.185,8.8941,3.9908
152.47,-1.1169,11.264,1.4165
5.96,-0.95342,8.0088,3.7184
125.03,-0.42223,9.5751,-1.185
111.8,-0.10896,5.9793,8.1177
15.66,-1.1441,7.1234,0.19068
78.72,-2.0294,5.2166,1.5391
16.51,1.0351,5.8976,0.72188
287.82,1.9477,8.7715,0.23155
218.95,-2.3018,9.0848,2.5334
70.64,5.7069,4.7535,-1.4574
287.25,-1.185,9.6568,-2.7241
197.93,2.4108,5.598,-5.8159
305.56,-2.5334,8.0769,1.7979
70.85,-1.3757,5.6661,-0.34051
208.75,-0.50395,9.2755,0.14982
247.7,-1.6481,9.6977,2.9556
49.349,2.2201,10.883,-0.10896
3.8303,-1.1441,9.8884,0.57205
25.74,-3.8273,9.3844,1.1169
67.07,-5.4754,11.414,-0.46309
116.87,-4.985,4.2904,-4.2495
25.29,-3.0237,12.83,-3.1054
24.85,-2.0703,8.1586,2.833
170.91,0.14982,12.681,-1.2667
155.37,-1.2667,9.1937,2.8739
71.35,-3.8273,3.2553,-0.84446
33.169,-0.65378,9.8066,1.4165
196.57,-7.246,9.4661,-1.2258
171.4,-1.9205,10.651,0.95342
586.04,-0.34051,14.56,-0.50395
164.31,-1.185,6.2109,-1.0351
92.49,1.076,7.2733,0.8036
592.82,5.7886,14.097,-3.0237
288.57,-2.5606,2.7241,-1.4982
649.32,-4.6309,7.355,-3.5958
301.95,-0.72188,7.355,-5.6252
95.38,-6.7012,9.4253,0.42223
40.84,3.4051,13.144,2.0294
55.66,-1.0351,10.42,-0.29965
71.41,-5.8976,11.373,0.14982
272.23,0.92618,7.5048,-0.081722
96.329,0.46309,11.032,-2.1793
387.32,-3.1735,9.1529,-2.5606
98.06,-0.14982,7.3141,-0.69464
123.97,-0.38137,9.5751,-1.0351
82.89,-3.8273,6.851,0.88532
581.49,-0.72188,8.3901,-0.69464
176.74,-0.040861,7.6955,1.3348
207.92,-0.61292,8.3084,3.337
127.54,-0.88532,9.5751,-1.076
310.75,-2.0294,11.795,6.5514
35.611,-4.8625,11.754,6.2109
103.48,-0.95342,12.572,-0.99429
130.18,1.5663,6.8919,5.4073
330.94,-3.0237,8.8124,-0.38137
49.169,0.61292,8.4991,0.61292
15.14,0.8036,9.2755,1.1169
7.9803,-1.5255,6.3607,1.5391
15.501,-7.8181,10.569,-0.38137
434.45,-0.8036,9.6977,-0.34051
82.64,-2.2201,3.5958,4.1406
432.96,1.076,10.924,-2.2201
55.75,0.50395,8.7715,0.61292
45.23,-2.6015,8.3901,-0.99429
462.73,-2.1793,6.4697,-1.3757
296.44,-2.5334,8.0769,-0.53119
127.03,-1.6072,8.6217,4.018
81.14,-3.8273,6.3198,-1.1169
221.2,0.99429,9.003,-4.5901
238.08,-0.95342,10.733,-2.3427
135.74,-1.8796,8.5808,3.7184
12.12,-2.9829,9.112,-1.1169
38.53,-6.7012,9.3844,2.3427
57.68,-5.1757,8.0088,1.0351
491.4,-0.76274,8.9213,0.34051
175.14,-2.3018,8.4719,4.0589
7.8894,1.1169,8.1995,0.88532
115.84,0.10896,8.2812,0.99429
342.89,-7.4367,9.9565,-0.61292
571.69,0.84446,8.0769,-0.53119
72.18,0.57205,9.4253,1.2258
61.48,0.50395,9.2346,-0.99429
61.289,-0.46309,11.959,-3.2553
80.0,-2.6423,8.0769,-2.261
444.33,-1.5255,13.021,1.5391
168.27,-1.1169,8.1586,0.99429
18.09,-4.7944,12.258,-0.27241
98.89,-2.7922,3.8273,-0.27241
39.347,-2.0703,11.414,2.9829
611.86,-1.6481,11.141,-0.72188
346.27,-2.6015,6.3607,4.0589
98.65,-1.1441,5.094,0.72188
86.99,-4.9442,10.569,0.53119
191.92,1.1169,7.246,9.0439
52.35,-3.1054,8.6217,-1.7979
107.16,-1.2667,7.7364,7.8589
125.11,-3.4051,10.992,-3.4051
87.77,-3.2961,8.4991,2.2201
460.42,-2.3018,6.2381,-0.91256
42.08,-5.1349,11.455,1.185
52.057,-0.42223,4.9442,0.8036
87.79,3.4868,12.408,0.69464
99.07,-5.5162,12.068,-1.1169
252.38,-1.4574,7.6274,2.5606
120.26,-0.65378,9.5342,-1.2258
210.8,-1.4165,10.079,0.76274
59.899,0.72188,10.801,3.4868
71.58,0.23155,9.4661,1.5663
244.71,-0.91256,5.5162,3.2144
68.399,2.0294,7.464,-2.3427
112.11,1.4574,13.103,-2.4517
74.519,0.38137,11.141,-1.3348
372.36,-0.95342,8.1586,-6.3198
310.93,-1.7979,9.9973,4.1814
236.45,-0.23155,9.112,-0.10896
115.25,-6.7421,12.34,2.1793
583.47,-0.91256,6.0202,-2.1112
112.46,-0.88532,4.3721,8.6625
148.2,-2.1793,9.4661,-2.6015
100.92,-5.7886,3.9908,-1.5663
84.39,1.2667,9.2755,-1.8387
213.38,-2.0703,6.8238,8.3901
29.02,-7.5457,10.924,-1.9886
90.1,-4.1814,8.9213,-0.61292
151.71,-1.4982,10.038,0.0
9.7502,1.4574,9.9156,-1.9205
75.75,-2.6423,8.0088,0.31327
243.42,-10.951,11.114,0.10896
86.15,-3.7184,11.455,-2.8739
671.78,1.7298,4.018,7.2052
195.7,-10.42,15.745,-2.9148
127.87,0.84446,8.431,1.9205
342.64,-0.42223,9.4661,1.076
3.7698,1.1169,5.4345,8.3901
67.11,-5.4345,11.605,2.7649
150.19,-0.29965,6.0883,7.5865
278.02,-0.65378,5.7478,0.081722
306.96,1.8796,12.599,-1.9477
133.66,-0.76274,12.721,2.6015
337.29,-5.203,7.5865,2.3018
174.72,-2.4517,8.2812,4.0589
298.68,0.42223,4.2087,9.7249
599.46,0.040861,10.46,0.081722
269.08,-1.8796,2.7649,-1.6072
78.44,-5.2847,9.8884,0.31327
105.27,-0.61292,5.4754,2.7241
116.53,-1.8387,13.825,6.1292
0.48004,-0.57205,6.2381,7.1643
116.5,1.4574,7.5865,2.7922
13.157,-3.1054,4.2904,0.65378
99.08,-1.3076,8.9622,-3.0646
3.21,-2.7513,5.4345,0.65378
122.1,-2.4517,13.757,-0.34051
154.83,-2.6832,8.7306,3.2144
48.93,-3.4459,9.1529,-3.0646
9.9201,8.1177,9.9973,1.0351
629.62,0.46309,9.5751,0.84446
40.09,2.5334,4.8625,0.42223
69.2,1.4165,10.733,0.0
271.74,-1.6889,14.478,-0.10896
184.9,-0.99429,5.3664,8.0088
526.22,-3.0646,6.9328,-2.4517
95.729,4.4811,8.4991,-2.3018
216.74,-0.61292,13.797,0.31327
113.59,-0.10896,9.6568,-0.76274
169.41,1.0351,9.6977,9.6977
389.61,0.0,-0.42223,11.536
131.61,-7.5048,2.261,0.84446
437.91,-0.14982,5.7886,-0.040861
56.77,-0.99429,8.6625,-0.081722
8.4589,0.040861,13.443,3.1054
102.62,-4.985,7.8589,-0.42223
42.35,-4.7126,8.6625,-1.9886
213.72,-13.293,11.141,-0.69464
20.65,-2.6423,9.0848,-1.1169
24.83,-3.0237,7.9679,0.34051
106.88,-9.2346,6.1292,-1.2667
646.12,-0.88532,12.762,-2.9556
72.959,1.0351,5.1349,-0.34051
198.81,-6.3198,12.217,-2.6423
194.94,0.34051,6.0202,8.54
141.46,-5.2847,16.317,-1.185
65.49,-0.99429,13.334,-0.14982
558.86,-0.10896,8.2812,-1.6481
87.32,-1.7979,6.0474,-0.50395
216.1,-6.4288,11.727,0.61292
2.6501,0.040861,6.2109,8.2403
134.22,-0.29965,8.1586,-0.95342
65.561,5.598,8.9622,-1.4574
103.32,0.88532,6.5105,1.3348
74.839,0.88532,8.1995,-0.72188
33.32,-0.14982,9.5751,-0.88532
378.74,0.10896,7.355,-0.53119
183.89,-9.8475,11.959,3.4868
141.31,-2.4517,6.2381,-2.8739
61.21,-3.2553,8.2403,0.53119
559.3,0.88532,8.1177,-0.69464
129.22,-1.5255,5.2847,8.3084
392.63,-3.4459,10.801,-0.34051
40.83,1.9886,7.464,7.0553
546.77,-0.76274,5.4754,8.8941
