Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,Wilderness_Area1,Wilderness_Area2,Wilderness_Area3
3299.0,149.0,12.0,42.0,3.0,2391.0,236.0,239.0,131.0,366.0,0.0,0.0,1.0
3407.0,168.0,19.0,60.0,7.0,2760.0,232.0,243.0,135.0,663.0,0.0,0.0,1.0
3442.0,105.0,11.0,807.0,209.0,2236.0,240.0,226.0,115.0,1536.0,1.0,0.0,0.0
3354.0,88.0,14.0,42.0,4.0,2733.0,241.0,215.0,101.0,644.0,0.0,0.0,1.0
3328.0,113.0,20.0,85.0,21.0,2353.0,250.0,215.0,84.0,3974.0,0.0,1.0,0.0
3416.0,95.0,8.0,757.0,183.0,2042.0,234.0,228.0,126.0,1697.0,1.0,0.0,0.0
3366.0,193.0,13.0,30.0,8.0,2555.0,218.0,250.0,163.0,457.0,0.0,0.0,1.0
3403.0,123.0,5.0,42.0,0.0,3095.0,228.0,236.0,142.0,997.0,0.0,0.0,1.0
3417.0,108.0,9.0,703.0,184.0,2089.0,237.0,229.0,123.0,1651.0,1.0,0.0,0.0
3415.0,222.0,7.0,0.0,0.0,4111.0,211.0,247.0,172.0,3692.0,0.0,0.0,1.0
3373.0,126.0,16.0,108.0,15.0,2481.0,245.0,227.0,105.0,379.0,0.0,0.0,1.0
3211.0,5.0,19.0,67.0,11.0,1736.0,192.0,199.0,141.0,391.0,0.0,0.0,1.0
3280.0,21.0,18.0,150.0,-1.0,2163.0,206.0,199.0,126.0,365.0,0.0,0.0,1.0
3405.0,76.0,9.0,150.0,0.0,2897.0,232.0,223.0,124.0,797.0,0.0,0.0,1.0
3364.0,88.0,16.0,42.0,8.0,2744.0,242.0,212.0,95.0,646.0,0.0,0.0,1.0
3444.0,54.0,13.0,90.0,0.0,3197.0,227.0,211.0,114.0,2353.0,1.0,0.0,0.0
3479.0,167.0,27.0,124.0,21.0,3231.0,230.0,237.0,119.0,1142.0,0.0,0.0,1.0
3404.0,94.0,6.0,633.0,171.0,1972.0,230.0,231.0,134.0,1705.0,1.0,0.0,0.0
3376.0,27.0,11.0,42.0,7.0,4606.0,215.0,217.0,137.0,4535.0,0.0,0.0,1.0
3462.0,172.0,20.0,124.0,21.0,3177.0,228.0,245.0,139.0,1084.0,0.0,0.0,1.0
3282.0,85.0,25.0,0.0,0.0,2230.0,246.0,189.0,58.0,247.0,0.0,0.0,1.0
3464.0,170.0,22.0,108.0,20.0,3207.0,230.0,243.0,134.0,1114.0,0.0,0.0,1.0
3353.0,214.0,7.0,0.0,0.0,2650.0,214.0,247.0,169.0,552.0,0.0,0.0,1.0
3412.0,214.0,3.0,150.0,7.0,2976.0,216.0,243.0,163.0,874.0,0.0,0.0,1.0
3252.0,320.0,15.0,150.0,16.0,2017.0,181.0,225.0,183.0,324.0,0.0,0.0,1.0
3364.0,141.0,12.0,67.0,4.0,2497.0,238.0,236.0,126.0,402.0,0.0,0.0,1.0
3347.0,231.0,10.0,85.0,1.0,4500.0,204.0,249.0,182.0,3483.0,0.0,0.0,1.0
3414.0,148.0,9.0,85.0,6.0,3092.0,232.0,240.0,139.0,990.0,0.0,0.0,1.0
3396.0,103.0,9.0,700.0,163.0,1860.0,235.0,229.0,125.0,1853.0,1.0,0.0,0.0
3228.0,352.0,7.0,30.0,2.0,2002.0,208.0,228.0,158.0,212.0,0.0,0.0,1.0
3366.0,231.0,12.0,0.0,0.0,4380.0,200.0,251.0,187.0,3508.0,0.0,0.0,1.0
3341.0,61.0,7.0,0.0,0.0,2596.0,226.0,225.0,133.0,600.0,0.0,0.0,1.0
3356.0,233.0,12.0,127.0,2.0,4500.0,199.0,251.0,188.0,3542.0,0.0,0.0,1.0
3406.0,186.0,5.0,95.0,0.0,3050.0,221.0,243.0,158.0,949.0,0.0,0.0,1.0
3374.0,160.0,19.0,108.0,19.0,2837.0,236.0,240.0,127.0,752.0,0.0,0.0,1.0
3445.0,254.0,3.0,0.0,0.0,3170.0,212.0,242.0,168.0,2442.0,1.0,0.0,0.0
3403.0,58.0,4.0,636.0,124.0,1935.0,223.0,230.0,143.0,1774.0,1.0,0.0,0.0
3425.0,129.0,13.0,90.0,-14.0,2965.0,241.0,232.0,119.0,872.0,0.0,0.0,1.0
3317.0,86.0,31.0,42.0,15.0,2535.0,246.0,171.0,0.0,511.0,0.0,0.0,1.0
3408.0,279.0,9.0,484.0,-36.0,4782.0,196.0,241.0,184.0,4102.0,0.0,0.0,1.0
3389.0,119.0,11.0,564.0,156.0,1892.0,239.0,231.0,121.0,1724.0,1.0,0.0,0.0
3225.0,180.0,2.0,42.0,0.0,2003.0,220.0,240.0,157.0,134.0,0.0,0.0,1.0
3369.0,229.0,10.0,0.0,0.0,4350.0,206.0,249.0,180.0,3515.0,0.0,0.0,1.0
3360.0,204.0,10.0,0.0,0.0,2563.0,215.0,249.0,169.0,470.0,0.0,0.0,1.0
3379.0,333.0,6.0,134.0,16.0,3435.0,205.0,232.0,165.0,2287.0,1.0,0.0,0.0
3410.0,116.0,8.0,661.0,177.0,2067.0,235.0,232.0,129.0,1637.0,1.0,0.0,0.0
3421.0,135.0,10.0,170.0,2.0,3042.0,236.0,236.0,131.0,942.0,0.0,0.0,1.0
3398.0,40.0,16.0,127.0,8.0,3330.0,220.0,203.0,113.0,2321.0,1.0,0.0,0.0
3443.0,163.0,15.0,85.0,5.0,3160.0,233.0,243.0,136.0,1061.0,0.0,0.0,1.0
3389.0,104.0,12.0,664.0,156.0,1836.0,241.0,224.0,111.0,1832.0,1.0,0.0,0.0
3398.0,112.0,7.0,685.0,165.0,1895.0,232.0,233.0,133.0,1812.0,1.0,0.0,0.0
3341.0,162.0,17.0,0.0,0.0,2669.0,234.0,242.0,132.0,636.0,0.0,0.0,1.0
3432.0,43.0,23.0,60.0,-2.0,3264.0,218.0,183.0,89.0,2431.0,1.0,0.0,0.0
3239.0,329.0,12.0,85.0,14.0,1956.0,190.0,225.0,174.0,277.0,0.0,0.0,1.0
3404.0,95.0,6.0,684.0,125.0,1914.0,229.0,231.0,136.0,1809.0,1.0,0.0,0.0
3430.0,131.0,15.0,67.0,-9.0,2960.0,243.0,231.0,112.0,871.0,0.0,0.0,1.0
3366.0,128.0,13.0,127.0,6.0,2452.0,241.0,231.0,117.0,351.0,0.0,0.0,1.0
3402.0,157.0,14.0,30.0,2.0,2795.0,235.0,241.0,134.0,696.0,0.0,0.0,1.0
3451.0,117.0,10.0,850.0,218.0,2259.0,237.0,231.0,124.0,1500.0,1.0,0.0,0.0
3447.0,252.0,4.0,0.0,0.0,3112.0,211.0,242.0,169.0,2431.0,1.0,0.0,0.0
3226.0,321.0,6.0,30.0,1.0,1964.0,204.0,234.0,169.0,216.0,0.0,0.0,1.0
3361.0,225.0,12.0,67.0,2.0,4440.0,204.0,251.0,183.0,3524.0,0.0,0.0,1.0
3444.0,72.0,2.0,0.0,0.0,3055.0,222.0,234.0,149.0,2423.0,1.0,0.0,0.0
3399.0,113.0,9.0,558.0,166.0,1994.0,236.0,231.0,126.0,1626.0,1.0,0.0,0.0
3303.0,167.0,12.0,42.0,3.0,2420.0,230.0,244.0,145.0,384.0,0.0,0.0,1.0
3301.0,182.0,12.0,30.0,0.0,2448.0,223.0,248.0,155.0,404.0,0.0,0.0,1.0
3388.0,94.0,12.0,636.0,155.0,1842.0,239.0,221.0,110.0,1816.0,1.0,0.0,0.0
3453.0,173.0,18.0,85.0,12.0,3212.0,228.0,246.0,143.0,1116.0,0.0,0.0,1.0
3418.0,108.0,10.0,726.0,185.0,2083.0,238.0,228.0,120.0,1677.0,1.0,0.0,0.0
3369.0,137.0,15.0,85.0,14.0,2808.0,242.0,233.0,116.0,726.0,0.0,0.0,1.0
3423.0,132.0,12.0,127.0,4.0,3078.0,239.0,234.0,122.0,977.0,0.0,0.0,1.0
3443.0,164.0,7.0,700.0,210.0,2279.0,227.0,242.0,149.0,1426.0,1.0,0.0,0.0
3367.0,91.0,21.0,67.0,17.0,2761.0,247.0,202.0,75.0,671.0,0.0,0.0,1.0
3438.0,68.0,11.0,808.0,159.0,2155.0,232.0,218.0,118.0,1574.0,1.0,0.0,0.0
3391.0,100.0,12.0,693.0,225.0,1830.0,239.0,224.0,113.0,1831.0,1.0,0.0,0.0
3384.0,335.0,5.0,216.0,21.0,3399.0,209.0,233.0,163.0,2213.0,1.0,0.0,0.0
3450.0,84.0,9.0,865.0,171.0,2219.0,233.0,225.0,125.0,1519.0,1.0,0.0,0.0
3230.0,156.0,6.0,30.0,5.0,1908.0,228.0,241.0,147.0,212.0,0.0,0.0,1.0
3515.0,158.0,27.0,120.0,-37.0,3221.0,237.0,232.0,106.0,1140.0,0.0,0.0,1.0
3220.0,82.0,17.0,30.0,13.0,1842.0,241.0,207.0,90.0,270.0,0.0,0.0,1.0
3341.0,197.0,15.0,0.0,0.0,2641.0,215.0,252.0,167.0,616.0,0.0,0.0,1.0
3225.0,45.0,2.0,30.0,0.0,2012.0,219.0,235.0,152.0,150.0,0.0,0.0,1.0
3350.0,149.0,16.0,60.0,-2.0,2951.0,239.0,238.0,123.0,875.0,0.0,0.0,1.0
3360.0,211.0,12.0,30.0,7.0,2613.0,210.0,251.0,176.0,513.0,0.0,0.0,1.0
3404.0,122.0,6.0,600.0,171.0,2016.0,230.0,235.0,138.0,1638.0,1.0,0.0,0.0
3404.0,103.0,3.0,30.0,-1.0,3124.0,225.0,235.0,145.0,1025.0,0.0,0.0,1.0
3353.0,239.0,11.0,150.0,3.0,4530.0,200.0,249.0,187.0,3537.0,0.0,0.0,1.0
3423.0,116.0,10.0,745.0,190.0,2112.0,238.0,230.0,122.0,1648.0,1.0,0.0,0.0
3302.0,81.0,15.0,0.0,0.0,2496.0,239.0,212.0,99.0,469.0,0.0,0.0,1.0
3377.0,10.0,13.0,67.0,8.0,4650.0,206.0,213.0,144.0,4535.0,0.0,0.0,1.0
3404.0,135.0,6.0,595.0,171.0,2052.0,229.0,237.0,142.0,1597.0,1.0,0.0,0.0
3403.0,30.0,16.0,108.0,8.0,3320.0,213.0,203.0,121.0,2350.0,1.0,0.0,0.0
3397.0,124.0,9.0,42.0,-3.0,3075.0,235.0,234.0,129.0,981.0,0.0,0.0,1.0
3401.0,58.0,6.0,626.0,122.0,1905.0,224.0,228.0,138.0,1804.0,1.0,0.0,0.0
3411.0,186.0,10.0,170.0,10.0,2963.0,222.0,247.0,158.0,864.0,0.0,0.0,1.0
3459.0,80.0,13.0,721.0,110.0,3511.0,237.0,217.0,109.0,1354.0,0.0,0.0,1.0
3355.0,23.0,8.0,0.0,0.0,3549.0,216.0,223.0,144.0,2420.0,1.0,0.0,0.0
3352.0,21.0,12.0,0.0,0.0,3586.0,212.0,215.0,138.0,2402.0,1.0,0.0,0.0
3324.0,37.0,11.0,95.0,-11.0,3721.0,219.0,215.0,129.0,2486.0,1.0,0.0,0.0
3323.0,10.0,16.0,60.0,9.0,3701.0,202.0,207.0,140.0,2257.0,1.0,0.0,0.0
3392.0,73.0,24.0,127.0,0.0,3602.0,240.0,186.0,64.0,2686.0,1.0,0.0,0.0
3437.0,38.0,11.0,402.0,88.0,3153.0,220.0,216.0,129.0,1343.0,0.0,0.0,1.0
3365.0,0.0,14.0,67.0,10.0,3539.0,198.0,212.0,151.0,2353.0,1.0,0.0,0.0
3411.0,50.0,21.0,162.0,-33.0,3273.0,225.0,191.0,91.0,2307.0,1.0,0.0,0.0
3459.0,101.0,23.0,42.0,10.0,3231.0,251.0,202.0,65.0,2548.0,1.0,0.0,0.0
3429.0,45.0,17.0,366.0,80.0,3087.0,222.0,200.0,106.0,1348.0,0.0,0.0,1.0
3468.0,54.0,27.0,60.0,31.0,3282.0,224.0,170.0,63.0,2590.0,1.0,0.0,0.0
3455.0,59.0,30.0,150.0,18.0,3384.0,227.0,165.0,50.0,2679.0,1.0,0.0,0.0
3462.0,80.0,23.0,42.0,16.0,3260.0,243.0,193.0,68.0,2554.0,1.0,0.0,0.0
3392.0,28.0,5.0,258.0,15.0,3315.0,218.0,230.0,148.0,2190.0,1.0,0.0,0.0
3316.0,15.0,12.0,30.0,2.0,3719.0,209.0,215.0,142.0,2297.0,1.0,0.0,0.0
3430.0,31.0,13.0,384.0,81.0,2999.0,216.0,210.0,128.0,1308.0,0.0,0.0,1.0
3469.0,153.0,11.0,760.0,120.0,3510.0,233.0,241.0,138.0,1259.0,0.0,0.0,1.0
3449.0,56.0,9.0,720.0,100.0,3494.0,226.0,221.0,129.0,1412.0,0.0,0.0,1.0
3397.0,67.0,24.0,150.0,5.0,3573.0,235.0,184.0,67.0,2676.0,1.0,0.0,0.0
3445.0,24.0,17.0,404.0,96.0,3065.0,208.0,200.0,124.0,1298.0,0.0,0.0,1.0
3329.0,10.0,17.0,0.0,0.0,3662.0,200.0,204.0,138.0,2368.0,1.0,0.0,0.0
3395.0,69.0,13.0,120.0,18.0,3507.0,233.0,214.0,110.0,2561.0,1.0,0.0,0.0
3482.0,132.0,7.0,742.0,133.0,3491.0,232.0,236.0,136.0,1208.0,0.0,0.0,1.0
3371.0,33.0,17.0,150.0,12.0,3594.0,214.0,200.0,117.0,2591.0,1.0,0.0,0.0
3420.0,41.0,21.0,134.0,-24.0,3264.0,217.0,188.0,97.0,2336.0,1.0,0.0,0.0
3310.0,31.0,6.0,30.0,-3.0,3766.0,219.0,228.0,145.0,2349.0,1.0,0.0,0.0
3373.0,51.0,13.0,30.0,10.0,3474.0,226.0,211.0,117.0,2457.0,1.0,0.0,0.0
3441.0,62.0,20.0,417.0,92.0,3143.0,233.0,195.0,86.0,1317.0,0.0,0.0,1.0
3476.0,69.0,9.0,706.0,127.0,3473.0,230.0,222.0,125.0,1245.0,0.0,0.0,1.0
3330.0,23.0,17.0,0.0,0.0,3653.0,208.0,202.0,127.0,2395.0,1.0,0.0,0.0
3313.0,31.0,6.0,60.0,-6.0,3748.0,219.0,228.0,145.0,2403.0,1.0,0.0,0.0
3384.0,36.0,20.0,162.0,25.0,3558.0,215.0,193.0,106.0,2609.0,1.0,0.0,0.0
3366.0,62.0,18.0,42.0,7.0,3560.0,233.0,199.0,92.0,2486.0,1.0,0.0,0.0
3346.0,76.0,22.0,175.0,10.0,3689.0,241.0,194.0,73.0,2596.0,1.0,0.0,0.0
3390.0,32.0,16.0,0.0,0.0,3388.0,215.0,204.0,122.0,2431.0,1.0,0.0,0.0
3396.0,56.0,21.0,30.0,-6.0,3400.0,229.0,190.0,84.0,2497.0,1.0,0.0,0.0
3402.0,53.0,18.0,190.0,7.0,3283.0,227.0,198.0,98.0,2278.0,1.0,0.0,0.0
3459.0,98.0,19.0,30.0,8.0,3050.0,247.0,210.0,83.0,2546.0,1.0,0.0,0.0
3475.0,71.0,10.0,677.0,126.0,3445.0,231.0,221.0,121.0,1253.0,0.0,0.0,1.0
3338.0,7.0,20.0,30.0,8.0,3633.0,192.0,196.0,137.0,2356.0,1.0,0.0,0.0
3386.0,92.0,16.0,85.0,9.0,3486.0,243.0,213.0,94.0,2524.0,1.0,0.0,0.0
3449.0,58.0,12.0,690.0,100.0,3526.0,228.0,214.0,117.0,1390.0,0.0,0.0,1.0
3307.0,6.0,15.0,85.0,9.0,3772.0,201.0,210.0,145.0,2160.0,1.0,0.0,0.0
3433.0,77.0,39.0,124.0,41.0,3560.0,236.0,140.0,0.0,2732.0,1.0,0.0,0.0
3377.0,87.0,16.0,60.0,18.0,3494.0,242.0,212.0,96.0,2495.0,1.0,0.0,0.0
3434.0,54.0,24.0,150.0,-2.0,3420.0,226.0,183.0,78.0,2658.0,1.0,0.0,0.0
3355.0,1.0,12.0,42.0,3.0,3567.0,202.0,216.0,151.0,2363.0,1.0,0.0,0.0
3327.0,9.0,17.0,30.0,7.0,3671.0,199.0,205.0,140.0,2340.0,1.0,0.0,0.0
3467.0,148.0,9.0,755.0,118.0,3501.0,232.0,240.0,139.0,1289.0,0.0,0.0,1.0
3300.0,12.0,13.0,60.0,4.0,3799.0,206.0,212.0,142.0,2173.0,1.0,0.0,0.0
3404.0,40.0,19.0,60.0,1.0,3331.0,218.0,196.0,106.0,2416.0,1.0,0.0,0.0
3332.0,63.0,19.0,150.0,-3.0,3697.0,233.0,197.0,89.0,2568.0,1.0,0.0,0.0
3411.0,68.0,17.0,150.0,8.0,3463.0,235.0,204.0,95.0,2609.0,1.0,0.0,0.0
3428.0,54.0,26.0,30.0,-8.0,3355.0,225.0,176.0,69.0,2547.0,1.0,0.0,0.0
3367.0,71.0,17.0,150.0,-24.0,3645.0,236.0,205.0,95.0,2641.0,1.0,0.0,0.0
3459.0,167.0,16.0,882.0,110.0,3476.0,231.0,244.0,140.0,1095.0,0.0,0.0,1.0
3464.0,57.0,11.0,666.0,115.0,3466.0,228.0,216.0,120.0,1310.0,0.0,0.0,1.0
3363.0,38.0,11.0,0.0,0.0,3511.0,220.0,215.0,128.0,2438.0,1.0,0.0,0.0
3314.0,21.0,7.0,0.0,0.0,3738.0,215.0,224.0,146.0,2336.0,1.0,0.0,0.0
3309.0,39.0,6.0,30.0,-4.0,3776.0,221.0,226.0,141.0,2322.0,1.0,0.0,0.0
3412.0,39.0,22.0,85.0,0.0,3302.0,215.0,186.0,97.0,2408.0,1.0,0.0,0.0
3355.0,41.0,9.0,0.0,0.0,3578.0,221.0,219.0,132.0,2430.0,1.0,0.0,0.0
3476.0,107.0,32.0,60.0,23.0,3071.0,254.0,185.0,32.0,2580.0,1.0,0.0,0.0
3416.0,30.0,21.0,120.0,3.0,3282.0,208.0,188.0,108.0,2372.0,1.0,0.0,0.0
3383.0,33.0,14.0,0.0,0.0,3417.0,216.0,209.0,125.0,2440.0,1.0,0.0,0.0
3390.0,24.0,6.0,216.0,13.0,3332.0,217.0,226.0,146.0,2226.0,1.0,0.0,0.0
3310.0,29.0,10.0,0.0,0.0,3758.0,217.0,219.0,137.0,2282.0,1.0,0.0,0.0
3386.0,74.0,17.0,67.0,9.0,3457.0,238.0,206.0,93.0,2514.0,1.0,0.0,0.0
3343.0,39.0,15.0,30.0,7.0,3635.0,219.0,205.0,117.0,2451.0,1.0,0.0,0.0
3460.0,70.0,21.0,458.0,111.0,3160.0,237.0,193.0,77.0,1276.0,0.0,0.0,1.0
3436.0,25.0,17.0,382.0,87.0,3037.0,209.0,200.0,123.0,1315.0,0.0,0.0,1.0
3419.0,52.0,23.0,153.0,-25.0,3245.0,225.0,185.0,83.0,2301.0,1.0,0.0,0.0
3336.0,8.0,20.0,42.0,7.0,3643.0,192.0,195.0,136.0,2329.0,1.0,0.0,0.0
3450.0,59.0,13.0,631.0,101.0,3460.0,230.0,211.0,112.0,1376.0,0.0,0.0,1.0
3355.0,1.0,11.0,30.0,0.0,3558.0,205.0,220.0,152.0,2391.0,1.0,0.0,0.0
3453.0,84.0,7.0,750.0,104.0,3474.0,231.0,227.0,129.0,1377.0,0.0,0.0,1.0
3451.0,73.0,17.0,30.0,5.0,3268.0,238.0,204.0,91.0,2525.0,1.0,0.0,0.0
3449.0,107.0,7.0,0.0,0.0,3210.0,233.0,232.0,131.0,2512.0,1.0,0.0,0.0
3351.0,7.0,14.0,30.0,8.0,3596.0,201.0,211.0,145.0,2374.0,1.0,0.0,0.0
3387.0,46.0,17.0,30.0,10.0,3408.0,223.0,201.0,107.0,2468.0,1.0,0.0,0.0
3364.0,352.0,14.0,42.0,9.0,3529.0,195.0,215.0,157.0,2381.0,1.0,0.0,0.0
3453.0,98.0,16.0,0.0,0.0,3115.0,244.0,216.0,97.0,2525.0,1.0,0.0,0.0
3369.0,83.0,17.0,30.0,10.0,3532.0,241.0,209.0,93.0,2476.0,1.0,0.0,0.0
3383.0,55.0,15.0,30.0,6.0,3437.0,228.0,207.0,109.0,2477.0,1.0,0.0,0.0
3461.0,62.0,13.0,636.0,112.0,3438.0,230.0,213.0,113.0,1319.0,0.0,0.0,1.0
3433.0,48.0,23.0,108.0,-3.0,3398.0,222.0,183.0,85.0,2621.0,1.0,0.0,0.0
3451.0,35.0,19.0,543.0,102.0,2753.0,215.0,195.0,110.0,1256.0,0.0,0.0,1.0
3343.0,30.0,17.0,0.0,0.0,3615.0,212.0,200.0,119.0,2412.0,1.0,0.0,0.0
3307.0,30.0,12.0,0.0,0.0,3768.0,216.0,214.0,132.0,2255.0,1.0,0.0,0.0
3348.0,42.0,20.0,124.0,-6.0,3639.0,219.0,192.0,100.0,2546.0,1.0,0.0,0.0
3319.0,50.0,11.0,85.0,0.0,3730.0,225.0,215.0,123.0,2458.0,1.0,0.0,0.0
3446.0,59.0,13.0,660.0,97.0,3499.0,230.0,211.0,112.0,1397.0,0.0,0.0,1.0
3411.0,34.0,19.0,134.0,8.0,3292.0,214.0,195.0,111.0,2343.0,1.0,0.0,0.0
3339.0,13.0,19.0,30.0,3.0,3624.0,198.0,198.0,133.0,2384.0,1.0,0.0,0.0
3379.0,66.0,15.0,42.0,2.0,3466.0,233.0,210.0,105.0,2486.0,1.0,0.0,0.0
3432.0,54.0,24.0,67.0,-4.0,3376.0,226.0,182.0,76.0,2584.0,1.0,0.0,0.0
3402.0,61.0,24.0,175.0,10.0,3544.0,231.0,183.0,72.0,2666.0,1.0,0.0,0.0
3351.0,2.0,17.0,60.0,15.0,3605.0,194.0,206.0,146.0,2346.0,1.0,0.0,0.0
3397.0,52.0,15.0,170.0,7.0,3312.0,227.0,206.0,108.0,2285.0,1.0,0.0,0.0
3270.0,244.0,6.0,67.0,5.0,6054.0,208.0,245.0,175.0,384.0,1.0,0.0,0.0
3318.0,67.0,6.0,234.0,27.0,1744.0,227.0,228.0,135.0,3156.0,0.0,1.0,0.0
3285.0,93.0,12.0,210.0,-28.0,4084.0,239.0,222.0,111.0,2230.0,1.0,0.0,0.0
3392.0,200.0,9.0,760.0,186.0,1463.0,217.0,248.0,166.0,1740.0,0.0,0.0,1.0
3271.0,6.0,2.0,162.0,6.0,930.0,216.0,234.0,155.0,2301.0,1.0,0.0,0.0
3417.0,159.0,11.0,664.0,-35.0,1326.0,231.0,242.0,141.0,3966.0,0.0,1.0,0.0
3284.0,341.0,27.0,201.0,61.0,3504.0,152.0,188.0,167.0,3972.0,1.0,0.0,0.0
3409.0,193.0,9.0,451.0,16.0,3199.0,220.0,247.0,162.0,127.0,0.0,0.0,1.0
3337.0,46.0,16.0,484.0,-20.0,1277.0,223.0,202.0,108.0,1727.0,0.0,1.0,0.0
3354.0,179.0,9.0,175.0,-17.0,3000.0,224.0,246.0,154.0,485.0,0.0,0.0,1.0
3317.0,34.0,7.0,85.0,0.0,2144.0,219.0,224.0,141.0,1898.0,0.0,0.0,1.0
3301.0,122.0,9.0,150.0,5.0,3986.0,235.0,233.0,129.0,2300.0,1.0,0.0,0.0
3419.0,235.0,9.0,745.0,151.0,3611.0,204.0,248.0,181.0,335.0,0.0,0.0,1.0
3254.0,4.0,26.0,313.0,106.0,4380.0,177.0,181.0,133.0,1463.0,1.0,0.0,0.0
3455.0,198.0,12.0,930.0,62.0,3428.0,216.0,250.0,167.0,430.0,0.0,0.0,1.0
3302.0,107.0,5.0,120.0,42.0,6066.0,229.0,234.0,139.0,661.0,1.0,0.0,0.0
3317.0,72.0,26.0,469.0,104.0,1131.0,239.0,179.0,54.0,1718.0,0.0,1.0,0.0
3292.0,56.0,9.0,85.0,6.0,5600.0,226.0,221.0,129.0,765.0,1.0,0.0,0.0
3260.0,118.0,14.0,108.0,24.0,2429.0,243.0,227.0,110.0,2765.0,1.0,0.0,0.0
3441.0,264.0,6.0,806.0,204.0,3479.0,204.0,243.0,178.0,495.0,0.0,0.0,1.0
3270.0,109.0,9.0,0.0,0.0,5972.0,236.0,230.0,124.0,541.0,1.0,0.0,0.0
3279.0,284.0,9.0,90.0,13.0,5493.0,196.0,240.0,184.0,362.0,1.0,0.0,0.0
3246.0,291.0,3.0,218.0,18.0,4465.0,210.0,239.0,167.0,612.0,1.0,0.0,0.0
3422.0,285.0,7.0,1018.0,172.0,1231.0,200.0,240.0,180.0,1908.0,0.0,0.0,1.0
3357.0,93.0,12.0,666.0,157.0,510.0,239.0,222.0,111.0,283.0,0.0,1.0,0.0
3376.0,304.0,13.0,90.0,12.0,2271.0,185.0,233.0,188.0,1567.0,0.0,0.0,1.0
3267.0,103.0,6.0,830.0,46.0,3745.0,231.0,232.0,134.0,2831.0,1.0,0.0,0.0
3336.0,189.0,12.0,306.0,68.0,3319.0,220.0,249.0,160.0,335.0,0.0,0.0,1.0
3404.0,115.0,13.0,218.0,4.0,1888.0,242.0,227.0,113.0,3092.0,0.0,1.0,0.0
3297.0,294.0,8.0,212.0,42.0,5702.0,197.0,238.0,181.0,700.0,1.0,0.0,0.0
3325.0,102.0,9.0,638.0,0.0,721.0,236.0,228.0,123.0,4463.0,0.0,1.0,0.0
3363.0,185.0,11.0,430.0,95.0,3288.0,222.0,248.0,157.0,216.0,0.0,0.0,1.0
3417.0,307.0,9.0,979.0,167.0,1209.0,194.0,235.0,180.0,1907.0,0.0,0.0,1.0
3274.0,43.0,10.0,242.0,1.0,993.0,222.0,219.0,131.0,2395.0,1.0,0.0,0.0
3233.0,347.0,12.0,60.0,10.0,3577.0,197.0,221.0,161.0,4128.0,1.0,0.0,0.0
3445.0,243.0,15.0,424.0,-7.0,1679.0,190.0,251.0,197.0,3695.0,0.0,1.0,0.0
3283.0,73.0,13.0,60.0,7.0,5588.0,235.0,215.0,110.0,566.0,1.0,0.0,0.0
3346.0,343.0,20.0,474.0,116.0,4923.0,176.0,205.0,166.0,2972.0,0.0,0.0,1.0
3262.0,358.0,6.0,30.0,3.0,4080.0,210.0,228.0,156.0,1782.0,1.0,0.0,0.0
3328.0,79.0,11.0,268.0,37.0,1744.0,234.0,220.0,117.0,3146.0,0.0,1.0,0.0
3198.0,104.0,25.0,30.0,12.0,3325.0,252.0,199.0,59.0,3772.0,1.0,0.0,0.0
3301.0,356.0,18.0,30.0,10.0,2191.0,189.0,205.0,152.0,1397.0,0.0,0.0,1.0
3377.0,214.0,7.0,1025.0,175.0,2992.0,214.0,247.0,169.0,1289.0,0.0,0.0,1.0
3345.0,324.0,14.0,0.0,0.0,2320.0,183.0,224.0,180.0,1455.0,0.0,0.0,1.0
3325.0,308.0,16.0,182.0,57.0,5395.0,174.0,228.0,194.0,902.0,1.0,0.0,0.0
3355.0,165.0,7.0,277.0,38.0,3803.0,226.0,242.0,150.0,782.0,1.0,0.0,0.0
3288.0,81.0,10.0,85.0,11.0,4091.0,233.0,223.0,121.0,953.0,1.0,0.0,0.0
3335.0,297.0,8.0,390.0,67.0,3154.0,196.0,238.0,181.0,1842.0,1.0,0.0,0.0
3325.0,298.0,18.0,240.0,57.0,5434.0,165.0,231.0,204.0,916.0,1.0,0.0,0.0
3273.0,66.0,5.0,0.0,0.0,1130.0,225.0,230.0,141.0,2248.0,1.0,0.0,0.0
3311.0,39.0,10.0,258.0,108.0,4797.0,221.0,218.0,131.0,212.0,1.0,0.0,0.0
3438.0,147.0,12.0,589.0,-14.0,1410.0,236.0,239.0,132.0,3893.0,0.0,1.0,0.0
3372.0,245.0,14.0,618.0,187.0,4535.0,192.0,250.0,195.0,2654.0,0.0,0.0,1.0
3328.0,331.0,6.0,277.0,60.0,3222.0,206.0,233.0,165.0,1842.0,1.0,0.0,0.0
3359.0,8.0,2.0,285.0,28.0,3545.0,217.0,235.0,155.0,2192.0,0.0,0.0,1.0
3263.0,267.0,5.0,390.0,17.0,4325.0,208.0,242.0,172.0,794.0,1.0,0.0,0.0
3361.0,207.0,10.0,379.0,3.0,1718.0,214.0,249.0,170.0,3836.0,0.0,1.0,0.0
